user_id,video_id,step,watch_time,watch_percentage,engagement_score,liked,language
12,hziHYKyZEBU,13,80,0.0919190511810089,0.15515143070860532,1,Telugu
12,0ZcqzNh_qqI,14,247,0.23400919010687177,0.44040551406412304,1,Telugu
12,zH2QWFmKqpQ,15,24,0.05,0.12999999999999995,1,Telugu
12,iXaiTgxQyXY,16,176,0.18231442578246038,0.20938865546947621,1,Telugu
12,Uf_rqW2yTgs,17,50,0.058422152843520425,0.0,0,Telugu
12,ShoT7k3w6_M,18,52,0.05,0.12999999999999995,1,Telugu
12,qJBbYXneScs,19,300,0.3766526813740197,0.2259916088244118,0,Telugu
13,ua9BDbUkbsI,0,160,0.6912922594997686,0.4147753556998611,0,French
13,QmpWE_SODZA,1,136,0.5617362376615194,0.6370417425969116,1,French
13,bnLarlZuHdM,2,125,0.6063828266678716,0.36382969600072296,0,French
13,APPgr4K9Yqk,3,163,0.5993027801598946,0.3595816680959367,0,French
13,0PQyjDp4iQI,4,153,0.5675645494673051,0.6405387296803831,1,French
13,NFF9jBU7Aik,5,142,0.7501073817949152,0.7500644290769491,1,French
13,Xg5cLMyExVs,6,165,0.600911534999282,0.36054692099956914,0,French
13,ua9BDbUkbsI,7,234,0.7808871979734452,0.7685323187840671,1,French
13,xJNR6Skf6PU,8,164,0.6474488108990905,0.3884692865394543,0,French
13,ozEhAHCEgB0,9,107,0.48520046466823785,0.5911202788009426,1,French
13,OsR_--a0-Ao,10,162,0.6495543196238213,0.38973259177429276,0,French
13,iydJh4wFYq8,11,133,0.6870552819478914,0.7122331691687349,1,French
13,dZz03YX6qGo,12,143,0.5229170921770403,0.6137502553062242,1,French
13,3IHqGevYuFc,13,132,0.5025737373148704,0.30154424238892225,0,French
13,PIRcm2PvSUw,14,133,0.5458985478515194,0.3275391287109116,0,French
13,II6AnxPRCrs,15,141,0.6638361069998325,0.3983016641998995,0,French
13,RlxhyLYQM1A,16,144,0.658008633957286,0.6948051803743716,1,French
13,ttVBnI86Q3c,17,121,0.5060113093301253,0.30360678559807514,0,French
13,fsd0LUzLy3s,18,159,0.6042519200735118,0.6625511520441071,1,French
13,KoxSfWCxzQM,19,119,0.4190948650699541,0.2514569190419724,0,French
14,eDwaOTkIDGQ,0,185,0.5453078421921688,0.6271847053153012,1,English
14,VifQlJit6A0,1,239,0.7546490701204855,0.7527894420722914,1,English
14,DupviAaffdk,2,157,0.6199788907618129,0.3719873344570877,0,English
14,3qYt_fXdaXY,3,285,0.8461865164061517,0.507711909843691,0,English
14,41kp6qN1Crg,4,175,0.599610852330295,0.359766511398177,0,English
14,Quvby2Me5CM,5,76,0.3327257825829657,0.19963546954977943,0,English
14,FaJmopuuhZE,6,88,0.3903873149534516,0.5342323889720709,1,English
14,KdgOhXgKZMo,7,206,0.6430377229027812,0.3858226337416687,0,English
14,_fpyjYPnEGA,8,210,0.7101428126502575,0.7260856875901545,1,English
14,_dhneCO4YEE,9,68,0.2586615513343109,0.15519693080058652,0,English
14,pxx9kYaa5uo,10,152,0.5631334845603511,0.3378800907362106,0,English
14,qIYWOtX3IQc,11,170,0.5907167722146361,0.6544300633287816,1,English
14,euaGS3tPRBw,12,133,0.6007160990711086,0.6604296594426651,1,English
14,twjTkBN3Q9A,13,113,0.538232493178502,0.3229394959071012,0,English
14,FIxMhx2CLiw,14,178,0.7199147016635136,0.4319488209981081,0,English
14,C05Go99AGI0,15,185,0.5570747404873742,0.33424484429242446,0,English
14,TyI_u0WKnkQ,16,219,0.6514676121641374,0.3908805672984824,0,English
14,QGEB4jwTcDo,17,291,0.9713994909663786,0.8828396945798271,1,English
14,F9ryLRmaBEM,18,244,0.8010552356358571,0.7806331413815142,1,English
14,CzmIrPvIzxk,19,101,0.32148767807893286,0.4928926068473597,1,English
15,Tb98HG5XpsA,0,337,0.7734496636346985,0.7640697981808191,1,Korean
15,gljbyRxxXhk,1,514,0.6890129904954364,0.4134077942972618,0,Korean
15,59VIEKvKJA8,2,469,0.7513289957292596,0.7507973974375557,1,Korean
15,J2BUtHy_DWI,3,362,0.7560669106820826,0.7536401464092495,1,Korean
15,VByKptvh-ZA,4,541,0.853067825410752,0.8118406952464512,1,Korean
15,MMotmS8V0Bk,5,480,0.6844332130580866,0.710659927834852,1,Korean
15,MgIESwYi5XI,6,593,0.7513903299859197,0.7508341979915518,1,Korean
15,k1L1sCxEB3I,7,532,0.8388001656185419,0.8032800993711251,1,Korean
15,GU6TjZHqlJE,8,473,0.7514893254560342,0.7508935952736204,1,Korean
15,9XKpCpraezg,9,420,0.8428597451346511,0.5057158470807906,0,Korean
15,UaMFZ7T2MfI,10,355,0.7149478503577893,0.7289687102146736,1,Korean
15,cCH053ME3ls,11,376,0.4884449813383364,0.29306698880300186,0,Korean
15,9ICXTe48ScQ,12,460,0.6974612520101802,0.4184767512061081,0,Korean
15,3TRleKw2CSo,13,557,0.82804990730945,0.49682994438567,0,Korean
15,3TRleKw2CSo,14,385,0.6375375883952727,0.6825225530371637,1,Korean
15,JvVfhlTVHrM,15,337,0.6515049740410911,0.39090298442465465,0,Korean
15,pvU3U1YzI30,16,374,0.5598879882987604,0.6359327929792562,1,Korean
15,JH9V6cVcN-4,17,562,0.9154724662001679,0.8492834797201008,1,Korean
15,OfrrB8BPC7U,18,385,0.7374985078780649,0.742499104726839,1,Korean
15,N1f_4kvSwTg,19,407,0.7240673079061569,0.4344403847436941,0,Korean
16,LOg_YdbeF4U,0,202,0.7173200021866759,0.7303920013120055,1,French
16,SAwrNMAKF3I,1,253,0.7652915192400419,0.4591749115440251,0,French
16,ARceRTLzDzA,2,189,0.7287841206842314,0.7372704724105388,1,French
16,FLAuWnFSsBc,3,226,0.7067503369186161,0.4240502021511697,0,French
16,rmggvynjOfw,4,116,0.5718189465975214,0.6430913679585128,1,French
16,dDL90C9bcI4,5,130,0.6266662930206933,0.375999775812416,0,French
16,XQAIscO9W_w,6,134,0.6284116925277095,0.37704701551662567,0,French
16,hztRiKmAGUU,7,167,0.6677741784903645,0.4006645070942187,0,French
16,DxtUbOfzh_M,8,133,0.510136641834038,0.3060819851004228,0,French
16,Yw8olc2IQi8,9,133,0.6283953936712027,0.6770372362027216,1,French
16,r8vhL1tSbU8,10,115,0.5719968709339538,0.6431981225603722,1,French
16,e1eeg-hj1B4,11,114,0.40590446458421703,0.5435426787505302,1,French
16,jIOIE_QH63o,12,158,0.7328565061520135,0.43971390369120805,0,French
16,zjdRDr9Z6eI,13,121,0.47125328419166707,0.5827519705150002,1,French
16,JrzLZiHeUO4,14,126,0.5490392284811769,0.6294235370887061,1,French
16,ZmkAXgFsHxk,15,202,0.6511716460868543,0.3907029876521126,0,French
16,zQo-aa7wWZw,16,179,0.7321232932784164,0.4392739759670498,0,French
16,-Vcb8DljiBI,17,148,0.5351926390588468,0.3211155834353081,0,French
16,Sly0zlM9LfU,18,140,0.712563686483998,0.7275382118903988,1,French
16,13-HAaEzbBw,19,184,0.7387447260034573,0.4432468356020744,0,French
17,YYOCmR5Lvbw,0,195,0.5587274923401404,0.33523649540408423,0,English
17,NNSO_4yKM0M,1,177,0.509558590445652,0.6057351542673912,1,English
17,u7pV4vxD1bs,2,145,0.6500671048037869,0.39004026288227217,0,English
17,_Iz83-Cmt6A,3,196,0.7099650776699,0.42597904660194,0,English
17,gmYVhf6-gEc,4,270,0.8718549489711257,0.8231129693826753,1,English
17,hW2B_GT3b1E,5,226,0.7962591743492589,0.7777555046095552,1,English
17,dRpNZV18N_g,6,167,0.4714008314499947,0.5828404988699968,1,English
17,XNgvvgDiB5E,7,157,0.47231178839995897,0.28338707303997535,0,English
17,Plh2sfrbdlc,8,229,0.6557858471217493,0.39347150827304955,0,English
17,UvE73kS7LG8,9,222,0.7099317940804408,0.4259590764482645,0,English
17,9puSV26D5Sc,10,135,0.5534904277883634,0.33209425667301806,0,English
17,axVvZrDz60k,11,192,0.6225662601390312,0.37353975608341866,0,English
17,lBHPVE3AI6Y,12,193,0.6475517210027553,0.6885310326016532,1,English
17,BsjQqm60ZEI,13,177,0.6224189066579993,0.37345134399479957,0,English
17,6j-s9E3dRQ0,14,153,0.6384748913702325,0.6830849348221395,1,English
17,kIUHDwn51y8,15,149,0.4879211957502946,0.2927527174501767,0,English
17,BQC09Mdn24w,16,172,0.511199782709652,0.6067198696257912,1,English
17,ZpS-w6BxN-U,17,122,0.43935110231923447,0.26361066139154066,0,English
17,qYmPNNvfawM,18,177,0.6505479341656281,0.3903287604993768,0,English
17,m11BH_xsdSs,19,175,0.5908021126279591,0.6544812675767755,1,English
18,HLAZuG3byjs,0,679,0.9395233285033566,0.863713997102014,1,Korean
18,sVjINFwxxLc,1,263,0.4953540064431737,0.2972124038659042,0,Korean
18,TPnzYh0Yycw,2,574,1.0,0.8999999999999999,1,Korean
18,DKENZsdZ8Ho,3,224,0.4137864498390734,0.24827186990344405,0,Korean
18,fC7PIC9HskU,4,433,0.7692263889092363,0.7615358333455418,1,Korean
18,aLGtS4EYA1k,5,392,0.6120911826492014,0.36725470958952083,0,Korean
